UF,CIDADE / MUNICÍPIO,BAIRRO,RUA,CEP,CANAL,NOME FANTASIA,CLASSIFICAÇÃO,SEGUNDA A SEXTA,SÁBADOS,DOMINGOS E FERIADOS,Latitude,Longitude,Endereço Completo,Tipo Consulta,Precisão,Erro
MG,BOM SUCESSO,CENTRO,RUA HERCULANO CASTANHEIRA 16,37220970,CORREIOS,AC BOM SUCESSO,ATC,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-21.0339283501591,-44.7579073013128,"Rua Herculano Castanheira 16, Centro - Bom Sucesso, MG",LOGRADOURO,INTERPOLAÇÃO DE NUMERAÇÃO DO SEGMENTO,
PB,BOM SUCESSO,CENTRO,"PÇ. CÍCERO FERREIRA DA SILVA,S/N",58887970,CORREIOS,AC BOM SUCESSO,ATC,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-6.44656989998528,-37.9298719985309,"Praca Cicero Ferreira Silva , Centro - Bom Sucesso, PB",LOGRADOURO,NÚMERO DE PORTA,
SC,BOMBINHAS,CENTRO,"AVENIDA FALCAO, 1001",88215970,CORREIOS,AC BOMBINHAS,ATC,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-27.1601100272539,-48.5168195133443,"Avenida Falcao 1001, Bombas - Bombinhas, SC",LOGRADOURO,INTERPOLAÇÃO DE NUMERAÇÃO DO SEGMENTO,
MG,BONFIM,CENTRO,RUA OLIVIO VILLEFORT 204,35521970,CORREIOS,AC BONFIM,ATC,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-20.3249961013327,-44.239332794639,"Rua Coronel Olivio Villefort 204, Centro - Bonfim, MG",LOGRADOURO,INTERPOLAÇÃO DE NUMERAÇÃO DO SEGMENTO,
RR,BONFIM,CENTRO,"RUA DAMÁSIO VICENTE DA SILVA,  21.",69380970,CORREIOS,AC BONFIM,ATC,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,3.36012930736569,-59.8284095667447,"Rua Damasio Vicente Da Silva 21, Centro - Bonfim, RR",LOGRADOURO,INTERPOLAÇÃO DE NUMERAÇÃO DO SEGMENTO,
PI,BONFIM DO PIAUI,CENTRO,"AV. MARIA JOSÉ RIBEIRO, S/N",64775970,CORREIOS,AC BONFIM DO PIAUI,ATC,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-9.17328619824002,-42.878540717799,"Avenida Maria Jose Ribeiro , Centro - Bonfim Do Piaui, PI",LOGRADOURO,INTERPOLAÇÃO DE NUMERAÇÃO DO SEGMENTO,
GO,BONFINOPOLIS,CENTRO,AVENIDA 1,75199970,CORREIOS,AC BONFINOPOLIS,ATC,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-16.6202975542915,-48.9646436197049,"Avenida 1 , Jardim Augusto - Bonfinopolis, GO",LOGRADOURO - SIMILARIDADE,INTERPOLAÇÃO DE NUMERAÇÃO DO SEGMENTO,
MG,BONFINOPOLIS DE MINAS,CENTRO,RUA ABILIO MOREIRA 281,38650970,CORREIOS,AC BONFINOPOLIS DE MINAS,ATC,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-16.5674684873247,-45.9884851540774,"Rua Abilio Moreira 281, Centro - Bonfinopolis De Minas, MG",LOGRADOURO,NÚMERO DE PORTA,
BA,BONITO,CENTRO,"PC BENEDITO MINA, 617",46820970,CORREIOS,AC BONITO,ATC,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-11.9702030370219,-41.2675497530627,"Praca Benedito Mina 617, Centro - Bonito, BA",LOGRADOURO,INTERPOLAÇÃO DE NUMERAÇÃO DO SEGMENTO,
MS,BONITO,CENTRO,R CEL PILAD REBUA 1759,79290970,CORREIOS,AC BONITO,ATC,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-21.1230174406186,-56.495935335462,"Rua Cel Pilad Rebua 1759, Centro - Bonito, MS",LOGRADOURO,INTERPOLAÇÃO DE NUMERAÇÃO DO SEGMENTO,
PA,BONITO,CENTRO,"AV. RUTH PASSARINHO, S/N",68645970,CORREIOS,AC BONITO,ATC,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-1.35725621043864,-47.3063241247778,"Avenida Ruth Passarinho , Centro - Bonito, PA",LOGRADOURO,INTERPOLAÇÃO DE NUMERAÇÃO DO SEGMENTO,
PE,BONITO,CENTRO,"AV. DR. ALBERTO DE OLIVEIRA, 181",55680970,CORREIOS,AC BONITO,ATC,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-8.47297310974073,-35.7311412565583,"Avenida Doutor Alberto De Oliveira 181, Centro - Bonito, PE",LOGRADOURO,NÚMERO DE PORTA,
MG,BONITO DE MINAS,CENTRO,AV JOSE BORGES MONTEIRO 165,39490973,CORREIOS,AC BONITO DE MINAS,ATC,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-15.3236248855901,-44.7540908966761,"Avenida Jose Borges Monteiro 165, Centro - Bonito De Minas, MG",LOGRADOURO,INTERPOLAÇÃO DE NUMERAÇÃO DO SEGMENTO,
PB,BOQUEIRAO,CENTRO,"AV. SEVERINO MACÊDO, 22",58450970,CORREIOS,AC BOQUEIRAO,ATC,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-7.48277488548154,-36.1347512201125,"Rua Severiano Macedo 22, Centro - BOQUEIRAO, PB",LOGRADOURO,NÚMERO DE PORTA,
RS,BOQUEIRAO DO LEAO,CENTRO,"R. SAO PEDRO, 151",95920970,CORREIOS,AC BOQUEIRAO DO LEAO,ATC,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-29.3025946896683,-52.4311047553466,"Rua S Pedro 151, Centro - Boqueirao Do Leao, RS",LOGRADOURO,INTERPOLAÇÃO DE NUMERAÇÃO DO SEGMENTO,
SE,BOQUIM,CENTRO,RUA TERENCIO CARVALHO S/N,49360970,CORREIOS,AC BOQUIM,ATC,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-11.1449710166514,-37.6195702145966,"Rua Terencio Carvalho , Centro - Boquim, SE",LOGRADOURO,INTERPOLAÇÃO DE NUMERAÇÃO DO SEGMENTO,
BA,BOQUIRA,BARREIRO,"AV ULISSES LIMA, S/N",46530970,CORREIOS,AC BOQUIRA,ATC,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-12.8147958174916,-42.7281387577606,"Avenida Ulisses Lima , Barreiro - Boquira, BA",LOGRADOURO,INTERPOLAÇÃO DE NUMERAÇÃO DO SEGMENTO,
AM,BORBA,CRISTO REI,"TV. JOSÉ MUNIZ DE CASTRO, 708",69200970,CORREIOS,AC BORBA,ATC,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-4.39609072707183,-59.5992709899745,"Travessa Jose Muniz De Castro 708 - Borba, AM",LOGRADOURO,NÚMERO DE PORTA,
MG,BORDA DA MATA,CENTRO,RUA EDUARDO AMARAL 674,37564970,CORREIOS,AC BORDA DA MATA,ATC,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-22.2766063909164,-46.1664815509456,"Rua Eduardo Amaral 674, Centro - Borda Da Mata, MG",LOGRADOURO,INTERPOLAÇÃO DE NUMERAÇÃO DO SEGMENTO,
PR,BORRAZOPOLIS,CENTRO,PRACA DA REPUBLICA 414,86925970,CORREIOS,AC BORRAZOPOLIS,ATC,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-23.9392651791198,-51.5856659504156,"Praca Da Republica 414, Centro - Borrazopolis, PR",LOGRADOURO,INTERPOLAÇÃO DE NUMERAÇÃO DO SEGMENTO,
RS,BOSSOROCA,CENTRO,"R. JOAO GONCALVES, 296",97850970,CORREIOS,AC BOSSOROCA,ATC,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-28.7283306687155,-54.9132195839351,"Rua Joao Goncalves 296, Centro - Bossoroca, RS",LOGRADOURO,INTERPOLAÇÃO DE NUMERAÇÃO DO SEGMENTO,
MG,BOTELHOS,CENTRO,AV MAJOR ANTONIO ALBERTO FERNANDES 44,37720970,CORREIOS,AC BOTELHOS,ATC,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-21.6490648251078,-46.3958017100878,"Avenida Major Antonio Alberto Fernandes 44, Centro - Botelhos, MG",LOGRADOURO,INTERPOLAÇÃO DE NUMERAÇÃO DO SEGMENTO,
BA,BOTUPORA,CENTRO,"R NELSON DE CASTRO, 90",46570970,CORREIOS,AC BOTUPORA,ATC,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-13.3831158239049,-42.5268345990047,"Rua Nelson Castro 90, Centro - Botupora, BA",LOGRADOURO,INTERPOLAÇÃO DE NUMERAÇÃO DO SEGMENTO,
SC,BOTUVERA,CENTRO,"RUA VEREADOR PEDRO MERIZIO, 15",88295970,CORREIOS,AC BOTUVERA,ATC,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-27.1919794168579,-49.0721343302071,"Rua Ver Pedro Merizio 15, Centro - Botuvera, SC",LOGRADOURO,INTERPOLAÇÃO DE NUMERAÇÃO DO SEGMENTO,
RS,BOZANO,CENTRO,"RUA SILVIO FREDERICO CECCATTO, 108",98733972,CORREIOS,AC BOZANO,ATC,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-28.367292286341,-53.7711789308236,"Rua Silvio Frederico Ceccato 108, Centro - BOZANO, RS",LOGRADOURO,INTERPOLAÇÃO DE NUMERAÇÃO DO SEGMENTO,
SC,BRAÇO DO TROMBUDO,CENTRO,"RUA DOM PEDRO, 67 - SL 40",89178000,POSTO DE ATENDIMENTO,FARMÁCIA VIDA NOVA,EAM,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-27.3578460235804,-49.8834661873779,"Rua D Pedro I 67, Centro - Braco Do Trombudo, SC",LOGRADOURO,INTERPOLAÇÃO DE NUMERAÇÃO DO SEGMENTO,
RS,BRAGA,CENTRO,"R. MARECHAL FLORIANO PEIXOTO, 372 SL.01",98560970,CORREIOS,AC BRAGA,ATC,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-27.6180954987605,-53.7430988519303,"Avenida Mal Floriano Peixoto 372, Centro - Braga, RS",LOGRADOURO,INTERPOLAÇÃO DE NUMERAÇÃO DO SEGMENTO,
PA,BRAGANCA,CENTRO,"TRAV. SENADOR JOSE PINHEIRO, 452",68600971,CORREIOS,AC BRAGANCA,ATC,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-1.99130660429513,-46.6733856059134,"Avenida Jader Barbalho, 452 - Centro - Braganca, PA",CEP,INTERPOLAÇÃO DE NUMERAÇÃO DO SEGMENTO,
PR,BRAGANEY,CENTRO,AVENIDA BRASILIA 1229,85430970,CORREIOS,AC BRAGANEY,ATC,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-24.8189016041745,-53.1193749144858,"Avenida Brasilia 1229, Centro - Braganey, PR",LOGRADOURO,INTERPOLAÇÃO DE NUMERAÇÃO DO SEGMENTO,
MG,BRAS PIRES,CENTRO,PRACA CAPITAO VILELA 10,36542970,CORREIOS,AC BRAS PIRES,ATC,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-20.8489643808378,-43.2433376226821,"Praca Capitao Vilela 10, Centro - Bras Pires, MG",LOGRADOURO,INTERPOLAÇÃO DE NUMERAÇÃO DO SEGMENTO,
PA,BRASIL NOVO,CENTRO,"AV. CASTELO BRANCO, 850",68148970,CORREIOS,AC BRASIL NOVO,ATC,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-3.30292312117521,-52.5405097104053,"Avenida Castelo Branco 850, Centro - Brasil Novo, PA",LOGRADOURO,NÚMERO DE PORTA,
MS,BRASILANDIA,CENTRO,AV MANOEL VICENTE 1204,79670970,CORREIOS,AC BRASILÂNDIA,ATC,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-21.2547962116651,-52.0361558685405,"Avenida Manoel Vicente 1204, Centro - Brasilandia, MS",LOGRADOURO,INTERPOLAÇÃO DE NUMERAÇÃO DO SEGMENTO,
MG,BRASILANDIA DE MINAS,CENTRO,RUA JACI ZICA 123,38779970,CORREIOS,AC BRASILANDIA DE MINAS,ATC,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-17.0011902311284,-46.0113001903495,"Rua Jaci Zica 123, Pomar - Brasilandia De Minas, MG",LOGRADOURO,INTERPOLAÇÃO DE NUMERAÇÃO DO SEGMENTO,
