UF,CIDADE / MUNICÍPIO,BAIRRO,RUA,CEP,CANAL,NOME FANTASIA,CLASSIFICAÇÃO,SEGUNDA A SEXTA,SÁBADOS,DOMINGOS E FERIADOS,Latitude,Longitude,Endereço Completo,Tipo Consulta,Precisão,Erro
MG,PAIVA,CENTRO,PRACA AUGUSTO F DE PAIVA S/N,36195970,CORREIOS,AC PAIVA,ATC,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-21.2896181318324,-43.4151691257356,"Praca Augusto J Paiva , Centro - Paiva, MG",LOGRADOURO,INTERPOLAÇÃO DE NUMERAÇÃO DO SEGMENTO,
PI,PAJEU DO PIAUI,CENTRO,"RUA ABEL CRONEMBERGER, S/N",64898000,POSTO DE ATENDIMENTO,LADISLAU RODRIGUES PIAUILINO - ME,EAM,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-7.85577048541204,-42.8173922524922,"Rua Abel Cronemberger , Centro - Pajeu Do Piaui, PI",LOGRADOURO,NÚMERO DE PORTA,
GO,PALESTINA DE GOIAS,CENTRO,"AV BASTOS, 898",75845500,POSTO DE ATENDIMENTO,SAYURI MODAS,EAM,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-16.7424561669827,-51.5248826270953,"Avenida Bastos 898, Sao Justiniano - Palestina De Goias, GO",LOGRADOURO - SIMILARIDADE,INTERPOLAÇÃO DE NUMERAÇÃO DO SEGMENTO,
PA,PALESTINA DO PARA,CENTRO,"RUA MAGALHÃES BARATA, 789",68535970,CORREIOS,AC PALESTINA DO PARA,ATC,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-5.74829355007648,-48.3238583435755,"Rua Magalhaes Barata 789, Centro - Palestina Do Para, PA",LOGRADOURO,INTERPOLAÇÃO DE NUMERAÇÃO DO SEGMENTO,
SC,PALHOCA,CENTRO,"RUA 24 DE ABRIL, 3100",88131030,POSTO DE ATENDIMENTO,PRIME PRES D SERV D ATEN EIRELI EPP,EAM,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-27.6493821872393,-48.6671278533855,"Rua Vinte E Quatro De Abril 3100, Centro - Palhoca, SC",LOGRADOURO,INTERPOLAÇÃO DE NUMERAÇÃO DO SEGMENTO,
SC,PALHOÇA,PASSA VINTE,"AVENIDA ATILIO PAGANI, 270",88132149,FRANQUIAS,FASTFONE COM EQUIP DE TEL COMUN LTD,SAP,10:00 às 22:00,10:00  às  22:00,15:00  às  20:00,-27.6409854823545,-48.6793118149681,"Avenida Atilio Pedro Pagani 270, Pagani - Palhoca, SC",LOGRADOURO,INTERPOLAÇÃO DE NUMERAÇÃO DO SEGMENTO,
SC,PALHOÇA,CENTRO,"RUA JOSÉ MARIA DA LUZ, 2900",89131000,FRANQUIAS,R E M TELECOMUNICACOES LTDA,SAP,09:00 às 18:00,09:00  às  12:00,NÃO FUNCIONA,-27.6461394737919,-48.6665090535519,"Rua Jose Maria Da Luz 2900, Centro - Palhoca, SC",LOGRADOURO,INTERPOLAÇÃO DE NUMERAÇÃO DO SEGMENTO,
MG,PALMA,CENTRO,AVENIDA JOAO FERNANDES VIEIRA 38,36750970,CORREIOS,AC PALMA,ATC,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-21.3766504910804,-42.3170083016074,"Rua Joao Fernandes Vieira 38, Centro - Palma, MG",LOGRADOURO,INTERPOLAÇÃO DE NUMERAÇÃO DO SEGMENTO,
SC,PALMA SOLA,CENTRO,"AVENIDA CRESTANI, 744",89985970,CORREIOS,AC PALMA SOLA,ATC,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-26.3499891684957,-53.2782690826511,"Avenida Crestani 744, Centro - Palma Sola, SC",LOGRADOURO,INTERPOLAÇÃO DE NUMERAÇÃO DO SEGMENTO,
PE,PALMARES,CENTRO,"R. CAPITÃO PEDRO IVO, 574",55540970,CORREIOS,AC PALMARES,ATC,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-8.68451063513745,-35.5876639943205,"Rua Capitao Pedro Ivo 574, Centro - Palmares, PE",LOGRADOURO,INTERPOLAÇÃO DE NUMERAÇÃO DO SEGMENTO,
PE,PALMARES,CENTRO,"RUA VIGÁRIO BASTOS, 1148",55540000,FRANQUIAS,SANTOS E SANTOS ELETRONICOS LTDA,SAP,08:00 às 18:00,08:00  às  12:00,NÃO FUNCIONA,-8.68465155878902,-35.5891207556079,"Rua Vigario Bastos 1148, Centro - Palmares, PE",LOGRADOURO,INTERPOLAÇÃO DE NUMERAÇÃO DO SEGMENTO,
RS,PALMARES DO SUL,CENTRO,"AV. LUIS SILVEIRA, 587",95540970,CORREIOS,AC PALMARES DO SUL,ATC,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-30.2615820825142,-50.5082956376864,"Avenida Luiz Silveira 587, Centro - PALMARES DO SUL, RS",LOGRADOURO,INTERPOLAÇÃO DE NUMERAÇÃO DO SEGMENTO,
TO,PALMAS,PLANO DIRETOR SUL,QUADRA 104 SUL RUA SE 1,77020014,FRANQUIAS,TOCANTINS TELECOM LTDA ME,SAP,08:00 às 18:00,09:00  às  13:00,NÃO FUNCIONA,-10.2491535183874,-48.3124250124402,"Quadra 1012 Sul Rod To 050 , Plano Diretor Sul - Palmas, TO",LOGRADOURO,INTERPOLAÇÃO DE NUMERAÇÃO DO SEGMENTO,
TO,PALMAS,PLANO DIRETOR SUL,R 402 SUL AV LO 11 SN,77021623,FRANQUIAS,EXPRESS TELECOM COM DE EQUIP EIRELI,SAP,08:00 às 18:00,08:00  às  13:00,NÃO FUNCIONA,-10.210657670059,-48.3318324650301,"Quadra 402 Sul Avenida Lo 11 , Plano Diretor Sul - Palmas, TO",LOGRADOURO,INTERPOLAÇÃO DE NUMERAÇÃO DO SEGMENTO,
TO,PALMAS,TAQUARALTO,AV TOCANTINS SALA 2 SN QD37 LT23,77064580,FRANQUIAS,PALMAS FRANQUIA LOJA,SAP,09:00 às 18:00,09:00  às  13:00,NÃO FUNCIONA,-10.3296780324622,-48.2972192538788,"Avenida Tocantins Q 6a, Santa Fe - Palmas, TO",CEP,INTERPOLAÇÃO DE NUMERAÇÃO DO SEGMENTO,
PR,PALMAS,CENTRO,"RUA BISPO DOM CARLOS, 172",85555000,FRANQUIAS,KR TELECOM LTDA ME,SAP,09:00 às 18:00,09:00  às  13:00,NÃO FUNCIONA,-26.4511521401623,-51.8143733331992,"ASSENTAMENTO SAO LOURENCO 2 - PALMAS, 172 - PR",LOCALIDADE/MUNICÍPIO,MUNICÍPIO,
PR,PALMAS,CENTRO,"RUA CAPITÃO FREDERICO TEIXEIRA GUIMARÃES, 312",85555000,POSTO DE ATENDIMENTO,LOJÃO QUASE TUDO,EAM,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-26.4511521401623,-51.8143733331992,"ASSENTAMENTO SAO LOURENCO 2 - PALMAS, 312 - PR",LOCALIDADE/MUNICÍPIO,MUNICÍPIO,
TO,PALMAS,PLANO DIRETOR NORTE,"AVENIDA JK, QUADRA 104 LT 121",77006014,LOJAS OI,JK PALMAS,SAP,09:00 às 18:00,09:00  às  13:00,NÃO FUNCIONA,-10.1686135246393,-48.3073364398616,"Quadra 412 Norte Av Ns 10 104, Plano Diretor Norte - PALMAS, TO",LOGRADOURO,INTERPOLAÇÃO DE NUMERAÇÃO DO SEGMENTO,
BA,PALMAS DE MONTE ALTO,CENTRO,"TV CORONEL FIGUEIREDO, 311",46460970,CORREIOS,AC PALMAS DE MONTE ALTO,ATC,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-14.2665438223163,-43.1644020887835,"Travessa Coronel Figueiredo 311, Centro - Palmas De Monte Alto, BA",LOGRADOURO,INTERPOLAÇÃO DE NUMERAÇÃO DO SEGMENTO,
PR,PALMEIRA,CENTRO,RUA CONCEICAO 51,84130970,CORREIOS,AC PALMEIRA,ATC,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-25.4350038466768,-50.0118440825401,"Rua Conceicao 51, Centro - Palmeira, PR",LOGRADOURO,INTERPOLAÇÃO DE NUMERAÇÃO DO SEGMENTO,
SC,PALMEIRA,CENTRO,"AV RICARDO BEFFART, 672",88545000,POSTO DE ATENDIMENTO,MERCEARIA NOSSA SENHORA APARECIDA,EAM,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-27.5753601716427,-50.1518108332989,"Avenida Ricardo Befart 672, Centro - PALMEIRA, SC",LOGRADOURO,INTERPOLAÇÃO DE NUMERAÇÃO DO SEGMENTO,
RS,PALMEIRA DAS MISSÕES,CENTRO,"RUA MAJOR NOVAIS, 897",98300000,FRANQUIAS,FABRICIO SCHWARZBACH,SAP,08:30 às 18:00,08:30  às  12:00,NÃO FUNCIONA,-27.900794431919,-53.3131867448899,"Rua Maj Novais 897, Centro - Palmeira Das Missoes, RS",LOGRADOURO,NÚMERO DE PORTA,
PI,PALMEIRA DO PIAUI,CENTRO,"RUA SIMÃO BORGES, S/N",64925970,CORREIOS,AC PALMEIRA DO PIAUI,ATC,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-8.72599320753241,-44.2357278540742,"Rua Simao Borges , Centro - Palmeira Do Piaui, PI",LOGRADOURO,NÚMERO DE PORTA,
AL,PALMEIRA DOS INDIOS,CENTRO,"RUA DUQUE DE CAXIAS, 181",57600970,CORREIOS,AC PALMEIRA DOS ÍNDIOS,ATC,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-9.40623991090266,-36.6283366881848,"Rua Duque De Caxias 181, Centro - Palmeira Dos Indios, AL",LOGRADOURO,NÚMERO DE PORTA,
PI,PALMEIRAIS,CENTRO,"RUA DOS TRÊS PODERES, S/N",64420970,CORREIOS,AC PALMEIRAIS,ATC,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-5.97940306671467,-43.052393682014,"Rua Tres Poderes , Centro - Palmeirais, PI",LOGRADOURO,INTERPOLAÇÃO DE NUMERAÇÃO DO SEGMENTO,
MA,PALMEIRANDIA,CENTRO,"PC SANTO ANTONIO, 25",65238970,CORREIOS,AC PALMEIRANDIA,ATC,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-2.64577751845353,-44.8951937242181,"Praca Santo Antonio 25, Centro - Palmeirandia, MA",LOGRADOURO,INTERPOLAÇÃO DE NUMERAÇÃO DO SEGMENTO,
TO,PALMEIRANTE,SETOR CENTRAL,RUA 7 DE SETEMBRO 581,77799970,CORREIOS,AC PALMEIRANTE,ATC,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-7.85805386700873,-47.9245894224794,"Rua 7 De Setembro 581, Sao Central - PALMEIRANTE, TO",LOGRADOURO,INTERPOLAÇÃO DE NUMERAÇÃO DO SEGMENTO,
GO,PALMEIRAS DE GOIAS,SETOR CENTRAL,PRACA SAO SEBASTIAO,76194970,CORREIOS,AC PALMEIRAS DE GOIÁS,ATC,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-16.8048835711207,-49.9256566079692,"Praca S Sebastiao , Sao Central - Palmeiras De Goias, GO",LOGRADOURO,INTERPOLAÇÃO DE NUMERAÇÃO DO SEGMENTO,
TO,PALMEIRAS DO TOCANTINS,SETOR CENTRAL,AVENIDA CENTRAL S/N,77914970,CORREIOS,AC PALMEIRA DO TOCANTINS,ATC,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-6.5997728000803,-47.6425544709168,"ASSENTAMENTO BONS AMIGOS - PALMEIRAS DO TOCANTINS,  - TO",LOCALIDADE/MUNICÍPIO,MUNICÍPIO,
PE,PALMEIRINA,CENTRO,"R. PRES. JOÃO PESSOA, 112",55310970,CORREIOS,AC PALMEIRINA,ATC,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-9.00278547046007,-36.3268795355539,"Rua Presidente Joao Pessoa 112, Centro - Palmeirina, PE",LOGRADOURO,NÚMERO DE PORTA,
TO,PALMEIROPOLIS,SETOR CENTRAL,RUA 9 N° 223,77367970,CORREIOS,AC PALMEIRÓPOLIS,ATC,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-13.0412283242785,-48.4063231031351,"Rua 9 223, Sao Central - Palmeiropolis, TO",LOGRADOURO,INTERPOLAÇÃO DE NUMERAÇÃO DO SEGMENTO,
TO,PALMEIRÓPOLIS,SETOR CENTRAL,AV DAS PALMEIRAS 501,77365000,FRANQUIAS,NOVO PLANO COM CEL INFOR LTDA,SAP,09:00 às 18:00,09:00  às  13:00,NÃO FUNCIONA,-13.0421980725308,-48.4182533586612,"Avenida Palmeiras 501, Sao Central - Palmeiropolis, TO",LOGRADOURO,INTERPOLAÇÃO DE NUMERAÇÃO DO SEGMENTO,
PR,PALMITAL,CENTRO,RUA QUINZE DE NOVEMBRO 489,85270970,CORREIOS,AC PALMITAL,ATC,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-24.8840485296457,-52.2133199824547,"Rua 15 De Novembro 489, Centro - Palmital, PR",LOGRADOURO,INTERPOLAÇÃO DE NUMERAÇÃO DO SEGMENTO,
SC,PALMITOS,CENTRO,AVENIDA BRASIL 735,89887970,CORREIOS,AC PALMITOS,ATC,09:00 às 16:00,NÃO FUNCIONA,NÃO FUNCIONA,-27.0678637745848,-53.1643972322642,"Avenida Brasil 735, Centro - Palmitos, SC",LOGRADOURO,INTERPOLAÇÃO DE NUMERAÇÃO DO SEGMENTO,
MG,PALMOPOLIS,CENTRO,RUA SETE DE SETEMBRO S/N,39945972,CORREIOS,AC PALMOPOLIS,ATC,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-16.7412612612128,-40.4205042885929,"Rua Sete De Setembro , Centro - Palmopolis, MG",LOGRADOURO,INTERPOLAÇÃO DE NUMERAÇÃO DO SEGMENTO,
PR,PALOTINA,CENTRO,RUA VINTE E UM DE ABRIL1116,85950970,CORREIOS,AC PALOTINA,ATC,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-24.2785527241925,-53.8407581289479,"Rua 21 De Abril 1116, Centro - Palotina, PR",LOGRADOURO,INTERPOLAÇÃO DE NUMERAÇÃO DO SEGMENTO,
GO,PANAMA,CENTRO,"AV GETULIO VARGAS,  581, QD 2 LOTE 21",75599970,POSTO DE ATENDIMENTO,DROGARIA SÃO LUCAS,EAM,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-18.1774960185786,-49.3534734916382,"Avenida Getulio Vargas 581, Sao Central - Panama, GO",LOGRADOURO,INTERPOLAÇÃO DE NUMERAÇÃO DO SEGMENTO,
RS,PANAMBI,CENTRO,"RUA HOLANDA, 14",98280000,POSTO DE ATENDIMENTO,TLIGA TELECOMUNICACOES LTDA ME,EAM,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-28.2917789106756,-53.4912130562913,"Rua Holanda 14, Centro - Panambi, RS",LOGRADOURO,INTERPOLAÇÃO DE NUMERAÇÃO DO SEGMENTO,
RS,PANAMBI,CENTRO,"RUA HOLANDA, 14",98280000,FRANQUIAS,TLIGA TELECOMUNICACOES LTDA  ME,SAP,08:30 às 18:00,08:30  às  12:00,NÃO FUNCIONA,-28.2917789106756,-53.4912130562913,"Rua Holanda 14, Centro - Panambi, RS",LOGRADOURO,INTERPOLAÇÃO DE NUMERAÇÃO DO SEGMENTO,
ES,PANCAS,CENTRO,"AV. 13 DE MAIO, 297",29750970,CORREIOS,AC PANCAS,ATC,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-19.224323224742,-40.8481141480678,"Avenida 13 De Maio 297, Centro - Pancas, ES",LOGRADOURO,INTERPOLAÇÃO DE NUMERAÇÃO DO SEGMENTO,
PE,PANELAS,CENTRO,"R. CEL. MELINHO, 20",55470970,CORREIOS,AC PANELAS,ATC,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-8.65790177161699,-36.1021776328844,"Rua Coronel Melinho 20, Centro - Panelas, PE",LOGRADOURO,NÚMERO DE PORTA,
MG,PANTANO,CENTRO,"AV. PEDRO CAXETA DE CARVALHO, 430",38550000,POSTO DE ATENDIMENTO,GERALDO DONIZETTI DA SILVA,EAM,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-18.558277194488,-46.8169424107425,"Rua Pedro Caixeta De Carvalho 430, Centro - COROMANDEL, MG",LOGRADOURO,INTERPOLAÇÃO DE NUMERAÇÃO DO SEGMENTO,
RS,PANTANO GRANDE,CENTRO,RUA PAPA JOAO XXIII 248 SALA B,96690970,CORREIOS,AC PANTANO GRANDE,ATC,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-30.192405202487,-52.3741836153452,"Rua Papa Joao XXIII 248, Centro - Pantano Grande, RS",LOGRADOURO,INTERPOLAÇÃO DE NUMERAÇÃO DO SEGMENTO,
PI,PAQUETA,CENTRO,"RUA JOAQUIM GONCALVES, S/N",64618000,POSTO DE ATENDIMENTO,MERCADINHO CENTRAL,EAM,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-7.10518298346369,-41.7035765346517,"Rua Joaquim Goncalves , Centro - Paqueta, PI",LOGRADOURO,INTERPOLAÇÃO DE NUMERAÇÃO DO SEGMENTO,
MG,PARÁ DE MINAS,CENTRO,PC MELO VIANA 97 LJ 02,35660031,FRANQUIAS,SERVICOS TELE PARA DE MINAS LTDA,SAP,09:00 às 18:00,09:00  às  13:00,NÃO FUNCIONA,-19.86470384486,-44.6027161842389,"Praca Melo Viana, 97 - Centro - Para De Minas, MG",CEP,INTERPOLAÇÃO DE NUMERAÇÃO DO SEGMENTO,
MG,PARACATU,CENTRO,"RUA BEIJAMIM CARNEIRO, 66",38600000,FRANQUIAS,FUTURA SIST DE TELECOM LTDA,SAP,08:30 às 18:00,08:30  às  12:30,NÃO FUNCIONA,-17.2203729128706,-46.8758961700063,"Rua Benjamim Carneiro 66, Centro - PARACATU, MG",LOGRADOURO,NÚMERO DE PORTA,
CE,PARACURU,CENTRO,RUA CEL MEIRELES 350,62680970,CORREIOS,AC PARACURU,ATC,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-3.41179197532334,-39.0291757093135,"Rua Coronel Meireles 350, Centro - Paracuru, CE",LOGRADOURO,INTERPOLAÇÃO DE NUMERAÇÃO DO SEGMENTO,
MG,PARAGUACU,CENTRO,RUA AURELIANO PRADO 360,37120970,CORREIOS,AC PARAGUACU,ATC,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-21.5492001239323,-45.736927510859,"Rua Aureliano Prado 360, Centro - Paraguacu, MG",LOGRADOURO,INTERPOLAÇÃO DE NUMERAÇÃO DO SEGMENTO,
RS,PARAI,CENTRO,"AV. PRESIDENTE CASTELO BRANCO, 1060",95360970,CORREIOS,AC PARAI,ATC,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-28.5955278225812,-51.7847817773265,"Avenida Pres Castelo Branco 1060, Centro - Parai, RS",LOGRADOURO,INTERPOLAÇÃO DE NUMERAÇÃO DO SEGMENTO,
MA,PARAIBANO,CENTRO,"AV JOAO PARAIBANO, 153",65670970,CORREIOS,AC PARAIBANO,ATC,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-6.4338277979403,-43.9825534017489,"Avenida Joao Paraibano 153, Centro - Paraibano, MA",LOGRADOURO,INTERPOLAÇÃO DE NUMERAÇÃO DO SEGMENTO,
CE,PARAIPABA,CENTRO,"AVENIDA MARIA MOREIRA, 163",62685970,CORREIOS,AC PARAIPABA,ATC,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-3.43524891340974,-39.1478106231863,"Avenida Maria Clarice Moreira 163, Centro - Paraipaba, CE",LOGRADOURO,NÚMERO DE PORTA,
SC,PARAISO,CENTRO,"RUA PINHEIRO, 694",89906970,CORREIOS,AC PARAISO,ATC,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-26.6215109528906,-53.6734939349992,"Rua Dos Pinheiros 694, Centro - PARAISO, SC",LOGRADOURO,INTERPOLAÇÃO DE NUMERAÇÃO DO SEGMENTO,
MS,PARAÍSO DAS AGUAS,CENTRO,"AV MANOEL RODRIGUES DA CRUZ, 147",79556000,POSTO DE ATENDIMENTO,FARMACIA DROGAMED,EAM,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-19.0221719995075,-53.0112445005403,"Avenida Manoel Rodrigues Da Cruz 147, Centro - Costa Rica, MS",LOGRADOURO,INTERPOLAÇÃO DE NUMERAÇÃO DO SEGMENTO,
PR,PARAISO DO NORTE,CENTRO,RUA ROCHA POMBO 558,87780970,CORREIOS,AC PARAISO DO NORTE,ATC,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-23.285445997578,-52.6034365021545,"Rua Rocha Pombo 558, Centro - Paraiso Do Norte, PR",LOGRADOURO,NÚMERO DE PORTA,
TO,PARAISO DO TOCANTINS,SETOR CENTRAL,RUA TAPAJOS 573,77602970,CORREIOS,AC PARAÍSO DO TOCANTINS,ATC,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-10.1766522319636,-48.8850260253162,"Rua Tapajos 573, Sao Central - Paraiso Do Tocantins, TO",LOGRADOURO,INTERPOLAÇÃO DE NUMERAÇÃO DO SEGMENTO,
TO,PARAÍSO DO TOCANTINS,CENTRO,"AVENIDA BERNARDO SAYAO, 920",77600000,FRANQUIAS,D CEL CELULAR EIRELI ME,SAP,08:00 às 18:00,08:00  às  12:30,NÃO FUNCIONA,-10.0385696639001,-48.765292332571,"Avenida Bernardo Sayao, Sao Central - Paraiso Do Tocantins, TO",CEP,INTERPOLAÇÃO DE NUMERAÇÃO DO SEGMENTO,
MG,PARAISOPOLIS,CENTRO,RUA JUSCELINO K. OLIVEIRA 353,37660970,CORREIOS,AC PARAISOPOLIS,ATC,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-22.5527225896579,-45.7786520023461,"Rua Presidente Juscelino K De Oliveira 353, Centro - Paraisopolis, MG",LOGRADOURO,INTERPOLAÇÃO DE NUMERAÇÃO DO SEGMENTO,
CE,PARAMBU,CENTRO,"R SANTA TEREZINHA, SN",63680970,CORREIOS,AC PARAMBU,ATC,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-6.21369551339328,-40.6940306107645,"Rua Santa Terezinha , Centro - Parambu, CE",LOGRADOURO,INTERPOLAÇÃO DE NUMERAÇÃO DO SEGMENTO,
CE,PARAMOTI,CENTRO,RUA GONCALO SOARES 96,62736970,CORREIOS,AC PARAMOTI,ATC,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-4.10125578244334,-39.2395129253745,"Rua Goncalo Soares 96, Centro - Paramoti, CE",LOGRADOURO,INTERPOLAÇÃO DE NUMERAÇÃO DO SEGMENTO,
RN,PARANA,CENTRO,"RUA SÃO JOSÉ, 78 - CENTRO",59950970,CORREIOS,AC PARANÁ,ATC,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-6.48552413637219,-38.3126823598424,"Rua Sao Jose 78, Parana - Parana, RN",LOGRADOURO,INTERPOLAÇÃO DE NUMERAÇÃO DO SEGMENTO,
TO,PARANA,SETOR CENTRAL,RUA DOS PASSOS 231,77364970,CORREIOS,AC PARANÃ,ATC,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-12.6146721998623,-47.8849790717356,"Rua Passos 231, Sao Central - Parana, TO",LOGRADOURO,INTERPOLAÇÃO DE NUMERAÇÃO DO SEGMENTO,
PR,PARANACITY,CENTRO,"AV 4 DE DEZEMBRO, 1324",87660000,POSTO DE ATENDIMENTO,FARMÁCIA DO PAULO,EAM,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-22.9247968048529,-52.1524113125669,"Avenida 4 De Dezembro 1324, Centro - Paranacity, PR",LOGRADOURO,INTERPOLAÇÃO DE NUMERAÇÃO DO SEGMENTO,
PR,PARANAGUÁ,CENTRO HISTÓRICO,"RUA FARIA SOBRINHO, 739",83203000,LOJAS OI,LOJAS PRÓPRIAS RUA FARIA SOBRINHO,SAP,08:30 às 18:30,09:00  às  13:00,NÃO FUNCIONA,-25.52060636479,-48.507185021067,"Rua Faria Sobrinho 739, Centro Historico - Paranagua, PR",LOGRADOURO,NÚMERO DE PORTA,
PR,PARANAGUÁ,CENTRO,"RUA MARECHAL ALBERTO DE ABREU, 118",83203240,FRANQUIAS,VAZ COM APAR E ACES TEL LTDA ME,SAP,09:00 às 18:00,09:00  às  13:00,NÃO FUNCIONA,-25.5192670254785,-48.5057792218814,"Rua Mal Alberto De Abreu 118, Centro Historico - Paranagua, PR",LOGRADOURO,NÚMERO DE PORTA,
PR,PARANAGUÁ,CENTRO HISTÓRICO,"RUA FARIA SOBRINHO, 739",83203000,LOJAS OI,PARANAGUÁ - RUA,SAP,08:30 às 18:30,09:00  às  13:00,NÃO FUNCIONA,-25.52060636479,-48.507185021067,"Rua Faria Sobrinho 739, Centro Historico - Paranagua, PR",LOGRADOURO,NÚMERO DE PORTA,
MT,PARANAITA,CENTRO,RUA DUZENTOS E TRES 33,78590970,CORREIOS,AC PARANAITA,ATC,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-9.6666339560263,-56.4755388903856,"Rua 203 33, Centro - Paranaita, MT",LOGRADOURO,INTERPOLAÇÃO DE NUMERAÇÃO DO SEGMENTO,
PR,PARANAPOEMA,CENTRO,RUA IRACEMA 49,87680970,CORREIOS,AC PARANAPOEMA,ATC,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-22.6548548417069,-52.0835409686083,"Rua Iracema 49, Centro - Paranapoema, PR",LOGRADOURO,NÚMERO DE PORTA,
MT,PARANATINGA,CENTRO,RUA SAO JOAO 361,78870970,CORREIOS,AC PARANATINGA,ATC,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-14.431913999738,-54.0531034996227,"Rua S Joao 361, Centro - Paranatinga, MT",LOGRADOURO,INTERPOLAÇÃO DE NUMERAÇÃO DO SEGMENTO,
PR,PARANAVAÍ,CENTRO,"RUA MANOEL RIBAS, 1072",87701000,FRANQUIAS,R E R COMERCIO DE TELEFONIA LTDA,SAP,09:00 às 18:00,09:00  às  12:00,NÃO FUNCIONA,-23.0814732226423,-52.4615007440706,"Rua Manoel Ribas 1072, Centro - Paranavai, PR",LOGRADOURO,INTERPOLAÇÃO DE NUMERAÇÃO DO SEGMENTO,
MS,PARANHOS,CENTRO,"R. MARECHAL DUTRA, 1854",79925970,CORREIOS,AC PARANHOS,ATC,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-23.893813447051,-55.4311459969,"Avenida Mal Dutra 1854, Centro - Paranhos, MS",LOGRADOURO,NÚMERO DE PORTA,
MG,PARAOPEBA,CENTRO,AVENIDA GETULIO VARGAS 52,35774970,CORREIOS,AC PARAOPEBA,ATC,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-19.2763998691608,-44.4017425824796,"Avenida Getulio Vargas 52, Centro - Paraopeba, MG",LOGRADOURO,NÚMERO DE PORTA,
PA,PARAUAPEBAS,NÚCLEO RESIDENCIAL DE SERVIÇOS CARAJÁS,"RODOVIA PA 275, KM 61,1, S/N",68515000,FRANQUIAS,DRF TELECOM EIRELI EPP,SAP,10:00 às 22:00,10:00  às  22:00,14:00  às   20:00,-6.06777282792864,-49.9058482704671,"Rodovia Pa Duzentos E Setenta E Cinco  - Parauapebas, PA",LOGRADOURO,INTERPOLAÇÃO DE NUMERAÇÃO DO SEGMENTO,
